ELT006,VillalbaMoucoCurrentBiology2019,Spain_MLN,Cova_de_Els_Trocs,Spain,42.5,0.5,I2a_Y,I2a1a1a1a_Y,U3a_mt,U3a1_mt,3949,3715,3832
FUC003,VillalbaMoucoCurrentBiology2019,Spain_EN,Fuente_Celada,Spain,42.385639,-3.734895,G2a_Y,G2a2a1_Y,X2b_mt,X2b+226_mt,5209,4947,5078
ZKO,FeldmanNatureCommunications2019,Turkey_Central_N,Boncuklu,Turkey,37.75,32.866667,G2a_Y,G2a2b2b1_Y,U3_mt,U3_mt,8300,7600,7950
ZMOJ,FeldmanNatureCommunications2019,Turkey_Central_N,Boncuklu,Turkey,37.75,32.866667,C1a_Y,C1a2b_Y,K1a_mt,K1a_mt,8300,7600,7950
ans008,SanchezQuintoPNAS2019,Sweden_Ansarve_Megalithic,Ansarve,Sweden,57.509,18.14,I2a_Y,I2a1a2a1a1_Y,J1c_mt,J1c5_mt,3342,3031,3186.5
ans014,SanchezQuintoPNAS2019,Sweden_Ansarve_Megalithic,Ansarve,Sweden,57.509,18.14,I2a_Y,I2a1a2a1a1_Y,J1c_mt,J1c5_mt,3336,2937,3136.5
ans016,SanchezQuintoPNAS2019,Sweden_Ansarve_Megalithic,Ansarve,Sweden,57.509,18.14,I2a_Y,I2a1a2a_Y,H7d_mt,H7d_mt,2879,2631,2755
ans017,SanchezQuintoPNAS2019,Sweden_Ansarve_Megalithic,Ansarve,Sweden,57.509,18.14,I2a_Y,I2a1a2a1a1_Y,V_mt,V_mt,3328,2924,3126
lai001,SanchezQuintoPNAS2019,Scotland_Megalithic,Knowe_of_Lairo,Great_Britain,59.053,-2.853,I2a_Y,I2a1a2a2a1a_Y,U5b_mt,U5b2a+@16192_mt,3367,3102,3234.5
mid002,SanchezQuintoPNAS2019,Scotland_Megalithic,Scotland_Midhowe,Great_Britain,59.157,-3.099,I2a_Y,I2a1a2a_Y,H5+_mt,H5+16311_mt,3623,3372,3497.5
CarsingtonPasture3,BraceNatureEcologyEvolution2019,England_N,England_Derbyshire_Brassington_Carsington_Pasture_Cave,Great_Britain,53.079803,-1.640942,I2a_Y,I2a1b1a1a1_Y,T2c_mt,T2c1d1_mt,3648,3528,3588
CarsingtonPasture1,BraceNatureEcologyEvolution2019,England_N,England_Derbyshire_Brassington_Carsington_Pasture_Cave,Great_Britain,53.079803,-1.640942,I2a_Y,I2a1b1a1a1_Y,J1c_mt,J1c1b_mt,3648,3528,3588
Raschoille1,BraceDiekmannNatureEcologyEvolution2019,Scotland_N,Scotland_Argyll_and_Bute_Oban_Raschoille_Cave,Great_Britain,56.414567,-5.469178,I2a_Y,I2a1b1a1a_Y,K1a_mt,K1a3_mt,3942,3037,3489.5
Tinkinswood1,BraceNatureEcologyEvolution2019,Wales_N,Wales_Glamorgan_Tinkinswood,Great_Britain,51.451447,-3.308186,I2a_Y,I2a1b1a1a1_Y,H5_mt,H5_mt,4000,3300,3650
WestKennet1,BraceDiekmannNatureEcologyEvolution2019,England_N_all,England_Wiltshire_Avebury_West_Kennet,Great_Britain,51.243083,-1.51039,I2a_Y,I2a1b1a1a_Y,U5a_mt,U5a2d_mt,3300,2500,2900
Coldrum1,BraceDiekmannNatureEcologyEvolution2019,England_N_all,England_Kent_Trottiscliffe_Coldrum,Great_Britain,51.321578,0.372682,I2a_Y,I2a1b1a1a1_Y,K1a_mt,K1a2b_mt,3730,2980,3355
CaveHa3_1,BraceDiekmannNatureEcologyEvolution2019,England_N_all,England_North_Yorkshire_Ha_Cave_Giggleswick_Scar,Great_Britain,54.074439,-2.287284,I2a_Y,I2a1b1a1a1b1_Y,K1a_mt,K1a2b_mt,3644,3527,3585.5
JubileeCave,BraceDiekmannNatureEcologyEvolution2019,England_N,England_North_Yorkshire_Attermire_Scar_Jubilee_Cave,Great_Britain,54.081683,-2.27362,I2a_Y,I2a1b1a1a1b1_Y,J1c_mt,J1c9_mt,3642,3378,3510
